"","observation_date","American Crow","American Goldfinch","American Kestrel","American Redstart","American Robin","Bald Eagle","Baltimore Oriole","Barn Swallow","Barred Owl","Bay-breasted Warbler","Belted Kingfisher","Black Vulture","Black-and-white Warbler","Black-billed Cuckoo","Black-crowned Night-Heron","Black-throated Blue Warbler","Black-throated Green Warbler","Blackpoll Warbler","Blue Grosbeak","Blue Jay","Blue-gray Gnatcatcher","Blue-headed Vireo","Blue-winged Teal","Bobolink","Broad-winged Hawk","Brown Thrasher","Brown-headed Cowbird","Brown-headed Nuthatch","Canada Goose","Cape May Warbler","Carolina Chickadee","Carolina Wren","Cedar Waxwing","Chestnut-sided Warbler","Chimney Swift","Chipping Sparrow","Chuck-will's-widow","Cliff Swallow","Common Grackle","Common Yellowthroat","Cooper's Hawk","Double-crested Cormorant","Downy Woodpecker","Eastern Bluebird","Eastern Kingbird","Eastern Meadowlark","Eastern Phoebe","Eastern Screech-Owl","Eastern Towhee","Eastern Wood-Pewee","European Starling","Field Sparrow","Fish Crow","Forster's Tern","Grasshopper Sparrow","Gray Catbird","Great Blue Heron","Great Crested Flycatcher","Great Egret","Green Heron","Hairy Woodpecker","Hooded Warbler","House Finch","House Sparrow","House Wren","Indigo Bunting","Kentucky Warbler","Killdeer","Lark Sparrow","Least Sandpiper","Lesser Yellowlegs","Louisiana Waterthrush","Magnolia Warbler","Mallard","Mississippi Kite","Mourning Dove","Northern Bobwhite","Northern Cardinal","Northern Flicker","Northern Mockingbird","Northern Parula","Northern Rough-winged Swallow","Northern Waterthrush","Orchard Oriole","Osprey","Ovenbird","Palm Warbler","Pileated Woodpecker","Pine Warbler","Prairie Warbler","Prothonotary Warbler","Purple Martin","Red-bellied Woodpecker","Red-eyed Vireo","Red-shouldered Hawk","Red-tailed Hawk","Red-winged Blackbird","Rock Pigeon","Rose-breasted Grosbeak","Ruby-crowned Kinglet","Ruby-throated Hummingbird","Savannah Sparrow","Scarlet Tanager","Sharp-shinned Hawk","Solitary Sandpiper","Song Sparrow","Sora","Spotted Sandpiper","Summer Tanager","Swainson's Thrush","Tennessee Warbler","Tree Swallow","Tufted Titmouse","Turkey Vulture","Veery","Virginia Rail","Warbling Vireo","White-breasted Nuthatch","White-crowned Sparrow","White-eyed Vireo","White-throated Sparrow","Wild Turkey","Willow Flycatcher","Wilson's Snipe","Wood Duck","Wood Thrush","Worm-eating Warbler","Yellow Warbler","Yellow-billed Cuckoo","Yellow-breasted Chat","Yellow-rumped Warbler","Yellow-throated Vireo","Blackburnian Warbler","Cerulean Warbler","Nashville Warbler","Philadelphia Vireo","Red-headed Woodpecker","Swainson's Warbler","Swamp Sparrow","Common Nighthawk","Muscovy Duck","Purple Finch","Gray-cheeked Thrush","Great Horned Owl","Least Flycatcher","Red-breasted Nuthatch","Vesper Sparrow","Acadian Flycatcher","Bank Swallow","Canada Warbler","Wilson's Warbler","Yellow-throated Warbler","Dickcissel","American Woodcock","Olive-sided Flycatcher","Cattle Egret","Lincoln's Sparrow","Connecticut Warbler","Common Raven","Mourning Warbler","Mute Swan","Semipalmated Sandpiper","Marsh Wren","Semipalmated Plover","White-rumped Sandpiper","Yellow-bellied Sapsucker","Pine Siskin","American Bittern","Pectoral Sandpiper","Blue-winged Warbler","American Avocet","Black Tern","Yellow-bellied Flycatcher","Short-billed Dowitcher","Willet","Eastern Whip-poor-will","Eared Grebe","Horned Grebe","Golden-winged Warbler","Merlin","Caspian Tern","Laughing Gull","Orange-crowned Warbler","Pied-billed Grebe","Greater Yellowlegs","Brown Creeper","Golden-crowned Kinglet","Northern Harrier","Winter Wren","Hermit Thrush","Bonaparte's Gull","Northern Shoveler","American Coot","Dark-eyed Junco","Peregrine Falcon","Gadwall","Ring-necked Duck","American Pipit","Common Loon","Green-winged Teal","Northern Pintail","Surf Scoter","Fox Sparrow","Rusty Blackbird","Sedge Wren","Purple Gallinule","Hooded Merganser","Ring-billed Gull","American Black Duck","Ruddy Duck","American Wigeon","Bufflehead","Canvasback","Redhead","Lesser Scaup","Sandhill Crane","Red-breasted Merganser","Snow Goose","Greater Scaup","American White Pelican","Egyptian Goose","Herring Gull","Red-throated Loon","Greater White-fronted Goose","Ross's Goose","Red-necked Grebe","Common Merganser","Barn Owl","Eurasian Collared-Dove","Little Gull","Franklin's Gull","Black-bellied Whistling-Duck","Little Blue Heron"
"15",2022-05-15,30,13,2,4,103,1,4,39,NA,NA,3,7,NA,NA,NA,NA,NA,NA,12,30,7,NA,NA,2,3,18,25,8,82,NA,40,34,102,NA,10,15,1,52,51,20,NA,23,22,43,16,54,6,NA,38,1,53,38,NA,NA,5,2,18,6,NA,NA,NA,NA,58,NA,5,28,NA,5,NA,NA,NA,NA,NA,51,NA,53,7,87,4,46,4,12,NA,10,10,NA,NA,7,3,4,8,9,28,12,2,1,108,14,4,NA,6,NA,4,NA,NA,31,NA,1,6,1,NA,31,29,7,NA,NA,NA,13,NA,3,NA,1,2,NA,16,1,NA,1,5,15,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,22,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2022-05-16,16,30,NA,1,41,NA,NA,17,1,NA,3,11,NA,NA,NA,NA,NA,NA,8,28,9,NA,NA,NA,NA,12,17,NA,66,NA,41,22,84,NA,10,5,NA,58,21,16,NA,11,7,22,4,1,4,NA,24,5,20,21,1,NA,NA,NA,9,4,NA,1,1,NA,47,NA,1,22,NA,7,NA,NA,NA,NA,NA,5,NA,34,6,55,1,24,3,4,1,7,5,NA,NA,2,NA,NA,4,21,13,5,NA,5,27,17,NA,NA,4,NA,NA,NA,NA,17,NA,1,1,1,NA,22,33,8,NA,NA,NA,3,NA,2,NA,NA,NA,NA,5,1,NA,NA,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2022-05-17,31,14,NA,1,86,NA,NA,31,NA,NA,2,19,NA,NA,1,NA,NA,NA,3,33,10,NA,NA,1,1,23,8,NA,107,NA,37,55,71,NA,19,1,1,58,29,11,1,52,12,37,7,9,4,NA,45,3,107,29,1,NA,NA,3,12,12,NA,2,3,2,83,6,4,27,NA,3,NA,NA,NA,NA,NA,13,NA,47,2,88,2,42,2,9,NA,3,7,NA,NA,1,5,2,3,9,30,14,4,2,55,10,NA,NA,7,NA,1,NA,1,34,NA,1,1,NA,NA,31,28,14,NA,NA,1,8,NA,5,NA,4,NA,NA,28,1,NA,1,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2022-05-18,26,19,NA,1,97,1,1,48,NA,1,1,10,NA,NA,NA,NA,NA,NA,3,33,8,NA,NA,NA,NA,19,22,NA,179,NA,32,38,203,NA,23,11,NA,264,53,9,NA,19,12,28,7,10,3,NA,30,4,60,17,2,6,NA,8,13,9,NA,4,NA,NA,76,6,6,12,NA,9,NA,NA,NA,NA,NA,26,NA,32,1,90,4,40,2,13,NA,6,14,NA,NA,NA,2,NA,4,3,18,7,1,1,81,4,NA,NA,3,NA,NA,NA,NA,41,NA,2,3,NA,NA,41,24,11,NA,NA,NA,4,NA,1,NA,NA,2,NA,1,2,NA,NA,3,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2022-05-19,27,33,2,2,77,1,NA,NA,1,NA,7,15,NA,1,NA,NA,NA,NA,6,24,22,NA,2,NA,1,22,24,1,NA,NA,46,NA,NA,NA,22,1,NA,NA,18,NA,NA,11,NA,45,13,10,11,NA,42,NA,41,29,2,NA,NA,NA,11,NA,NA,3,4,NA,65,NA,1,NA,1,2,NA,NA,NA,NA,NA,9,NA,42,NA,NA,NA,NA,NA,7,NA,10,8,1,NA,8,2,1,NA,14,22,20,3,4,NA,13,NA,NA,9,NA,2,NA,NA,28,NA,1,NA,1,NA,NA,38,21,NA,NA,NA,7,NA,NA,NA,1,NA,NA,5,8,NA,NA,10,25,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2022-05-20,24,37,1,NA,42,NA,NA,16,NA,NA,6,19,NA,NA,NA,NA,NA,NA,7,29,14,NA,NA,NA,NA,15,35,NA,146,NA,30,51,8,NA,11,3,1,145,19,24,1,19,13,34,6,1,4,NA,40,6,27,33,1,NA,NA,NA,14,8,NA,4,2,NA,58,3,6,41,NA,4,NA,NA,NA,NA,NA,16,NA,39,13,85,1,36,7,7,NA,4,9,NA,NA,7,NA,2,17,16,21,12,1,9,20,3,1,NA,6,NA,NA,NA,NA,20,NA,2,2,NA,1,39,33,18,NA,NA,NA,7,NA,7,NA,NA,NA,NA,16,1,NA,NA,10,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2022-05-21,33,25,1,3,89,NA,NA,56,NA,NA,7,9,NA,NA,4,NA,NA,NA,11,38,16,1,NA,NA,NA,18,37,2,153,NA,43,47,46,NA,13,6,NA,97,67,23,4,20,14,46,18,24,14,1,49,2,43,57,2,NA,NA,1,15,11,NA,3,2,1,67,4,4,38,NA,15,NA,NA,NA,NA,NA,22,NA,68,9,88,3,45,10,26,NA,16,10,NA,NA,2,1,2,6,8,29,14,6,NA,84,15,NA,NA,6,NA,NA,NA,NA,31,NA,NA,3,1,NA,30,35,32,NA,NA,NA,11,NA,7,NA,3,4,NA,10,3,NA,NA,8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2022-05-22,67,14,NA,1,83,1,NA,48,NA,NA,NA,5,1,NA,NA,NA,NA,NA,7,27,3,NA,NA,1,1,20,14,2,60,NA,21,32,36,NA,14,3,1,1,46,3,2,7,17,24,12,35,8,NA,33,2,105,16,NA,NA,10,5,11,4,NA,2,1,NA,88,13,7,28,NA,22,NA,NA,NA,NA,NA,13,NA,68,NA,86,5,44,NA,27,NA,5,9,NA,NA,1,NA,8,NA,4,14,6,3,5,111,24,NA,NA,10,NA,NA,1,NA,26,NA,7,1,NA,NA,42,20,14,NA,NA,1,5,NA,1,NA,1,3,NA,2,1,NA,1,NA,5,NA,2,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2022-05-23,10,2,NA,NA,NA,NA,NA,7,NA,NA,2,NA,NA,NA,1,NA,NA,NA,1,18,NA,NA,NA,NA,NA,2,NA,3,49,NA,6,15,26,NA,9,4,NA,NA,13,NA,NA,9,8,19,1,NA,NA,NA,14,NA,NA,2,1,NA,NA,1,5,5,NA,NA,NA,NA,58,6,2,2,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,4,13,NA,NA,NA,3,2,NA,NA,1,NA,NA,NA,NA,7,1,NA,1,16,14,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2022-05-24,32,18,NA,1,75,3,NA,13,NA,NA,2,3,NA,NA,1,NA,1,NA,6,41,7,NA,NA,NA,NA,32,37,NA,29,NA,45,55,148,NA,16,6,NA,NA,34,27,NA,53,22,33,4,21,7,1,33,11,79,42,2,NA,NA,NA,14,3,NA,4,NA,NA,65,32,4,27,NA,3,NA,NA,NA,NA,NA,13,NA,51,2,102,4,49,5,8,NA,2,8,NA,NA,4,2,1,1,11,29,8,3,5,55,11,NA,NA,9,NA,1,NA,NA,20,NA,1,5,NA,NA,47,32,7,NA,NA,NA,7,NA,3,NA,2,1,NA,8,4,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2022-05-25,25,13,1,NA,85,NA,NA,52,NA,NA,NA,9,1,NA,1,NA,NA,NA,1,29,14,NA,NA,NA,NA,19,15,2,67,NA,NA,33,24,NA,19,3,NA,27,27,6,2,26,17,27,8,19,5,NA,21,2,116,6,1,NA,NA,1,11,4,7,10,1,NA,41,12,NA,19,NA,23,NA,NA,NA,NA,NA,12,NA,41,2,83,3,45,6,7,NA,6,9,NA,NA,4,1,1,5,20,17,5,3,4,41,19,NA,NA,6,NA,NA,NA,NA,21,NA,NA,1,NA,NA,36,28,10,NA,NA,NA,7,NA,4,NA,NA,NA,NA,9,1,NA,NA,4,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2022-05-26,13,6,NA,1,74,NA,NA,21,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,16,3,NA,NA,NA,NA,20,7,1,15,NA,17,34,14,NA,12,1,1,3,11,1,2,6,12,8,7,14,2,NA,25,2,67,8,1,1,NA,1,7,3,NA,4,2,1,49,1,1,3,NA,13,NA,NA,NA,NA,NA,3,NA,24,NA,68,1,32,NA,5,NA,NA,4,NA,NA,NA,1,1,NA,2,6,2,1,3,42,3,NA,NA,6,NA,NA,NA,NA,30,NA,NA,2,NA,NA,15,23,2,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2022-05-27,26,40,NA,NA,71,2,NA,56,NA,NA,3,15,NA,NA,NA,NA,NA,NA,3,33,1,NA,NA,NA,NA,12,19,NA,18,NA,28,48,24,NA,22,1,NA,49,12,9,NA,51,14,45,5,8,8,NA,27,1,78,30,1,NA,NA,NA,11,7,NA,3,1,1,88,5,3,32,NA,3,NA,NA,NA,NA,NA,9,NA,45,12,78,6,41,4,30,NA,1,10,NA,NA,2,NA,NA,7,13,20,3,2,6,36,14,NA,NA,8,NA,NA,NA,NA,22,NA,1,5,NA,NA,46,32,10,NA,NA,NA,10,NA,1,NA,1,NA,NA,6,3,1,NA,4,15,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2022-05-28,NA,36,NA,NA,NA,NA,1,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,169,NA,NA,NA,NA,NA,NA,NA,NA,161,38,NA,NA,36,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,NA,NA,NA,9,NA,NA,NA,NA,6,NA,NA,8,NA,NA,NA,6,NA,28,NA,NA,NA,NA,5,NA,6,11,NA,9,NA,NA,NA,5,1,NA,15,14,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2022-05-29,27,22,NA,NA,NA,1,NA,10,NA,NA,2,16,NA,NA,NA,NA,NA,NA,1,41,9,NA,NA,NA,NA,16,29,4,NA,NA,31,NA,4,NA,12,8,1,34,21,13,3,23,21,31,6,NA,3,NA,NA,NA,30,NA,1,NA,NA,1,9,6,NA,1,NA,NA,NA,2,3,42,NA,NA,NA,NA,NA,NA,NA,11,1,NA,17,NA,10,NA,NA,6,NA,5,12,NA,NA,4,2,2,NA,7,26,10,3,1,39,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,70,NA,15,NA,NA,1,7,NA,1,NA,NA,NA,NA,NA,3,NA,1,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2022-05-30,NA,17,NA,NA,40,NA,NA,NA,NA,NA,1,6,1,NA,NA,NA,NA,NA,3,26,13,NA,NA,NA,NA,12,10,4,72,NA,27,37,9,NA,19,9,1,93,10,4,1,13,NA,20,4,11,13,NA,17,5,NA,NA,1,NA,1,NA,9,6,NA,1,2,1,NA,1,7,NA,1,2,NA,NA,NA,NA,NA,4,NA,27,NA,NA,6,NA,NA,NA,NA,2,4,1,NA,3,3,NA,1,4,22,8,5,2,NA,18,NA,NA,8,NA,3,NA,NA,NA,NA,NA,5,NA,NA,15,NA,7,NA,NA,NA,12,NA,NA,NA,NA,1,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2022-05-31,21,17,1,NA,52,1,NA,15,NA,NA,2,10,1,NA,NA,NA,NA,NA,1,34,13,NA,3,NA,NA,15,21,NA,33,NA,43,46,16,NA,14,2,1,93,23,17,1,14,24,28,2,2,9,NA,38,3,15,23,2,NA,NA,2,8,5,NA,1,1,2,73,8,5,29,NA,NA,NA,NA,NA,NA,NA,3,NA,44,9,100,4,45,3,5,NA,5,4,NA,NA,4,3,1,5,7,21,9,NA,2,47,7,NA,NA,12,NA,4,NA,NA,28,NA,NA,4,NA,NA,NA,42,9,NA,NA,NA,11,NA,1,NA,NA,NA,NA,4,6,NA,NA,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2022-06-01,12,6,NA,NA,39,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,4,NA,NA,NA,NA,7,5,NA,25,NA,18,36,6,NA,2,2,2,2,6,1,NA,14,13,15,NA,NA,5,NA,24,3,9,4,2,NA,NA,1,5,6,2,2,1,NA,40,4,4,7,NA,1,NA,NA,NA,NA,NA,1,NA,20,1,50,3,18,NA,NA,NA,1,3,NA,NA,2,2,NA,2,1,16,2,1,2,7,5,NA,NA,7,NA,3,NA,NA,11,NA,NA,3,NA,NA,7,29,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
