"","observation_date","American Coot","American Crow","American Goldfinch","American Robin","American Woodcock","Bald Eagle","Belted Kingfisher","Black Vulture","Black-crowned Night-Heron","Blue Jay","Bonaparte's Gull","Brown Thrasher","Brown-headed Nuthatch","Bufflehead","Canada Goose","Carolina Chickadee","Carolina Wren","Cedar Waxwing","Cooper's Hawk","Dark-eyed Junco","Downy Woodpecker","Eastern Bluebird","Eastern Phoebe","Eastern Screech-Owl","Eastern Towhee","European Starling","Field Sparrow","Gadwall","Golden-crowned Kinglet","Great Blue Heron","Great Horned Owl","Green-winged Teal","Hairy Woodpecker","Hermit Thrush","Hooded Merganser","Horned Grebe","House Finch","House Sparrow","Killdeer","Mallard","Mourning Dove","Northern Cardinal","Northern Flicker","Northern Harrier","Northern Mockingbird","Northern Shoveler","Palm Warbler","Pied-billed Grebe","Pileated Woodpecker","Pine Warbler","Purple Finch","Red-bellied Woodpecker","Red-shouldered Hawk","Red-tailed Hawk","Red-winged Blackbird","Ring-billed Gull","Ring-necked Duck","Rock Pigeon","Ruby-crowned Kinglet","Song Sparrow","Swamp Sparrow","Tufted Titmouse","Turkey Vulture","White-breasted Nuthatch","White-crowned Sparrow","White-throated Sparrow","Winter Wren","Yellow-bellied Sapsucker","Yellow-rumped Warbler","Yellow-throated Warbler","American Kestrel","American Pipit","Chipping Sparrow","Common Yellowthroat","Eastern Meadowlark","Fox Sparrow","Horned Lark","Merlin","Orange-crowned Warbler","Rusty Blackbird","Savannah Sparrow","Wilson's Snipe","Wood Duck","Brown-headed Cowbird","Brown Creeper","American Wigeon","Lesser Scaup","Redhead","Ruddy Duck","Sharp-shinned Hawk","Double-crested Cormorant","Fish Crow","Red-breasted Merganser","Barred Owl","Herring Gull","Pine Siskin","Wild Turkey","Nashville Warbler","Common Grackle","Rufous Hummingbird","American Black Duck","Common Goldeneye","Northern Pintail","Lesser Black-backed Gull","Muscovy Duck","Common Loon","Vesper Sparrow","Greater Yellowlegs","Great Egret","Tree Swallow","Osprey","White-winged Scoter","Virginia Rail","Ross's Goose","Canvasback","Blue-winged Teal","Greater Scaup","Barn Owl","Eastern Whip-poor-will","Northern Rough-winged Swallow","Common Raven","Purple Martin","Lesser Yellowlegs","Barn Swallow","Blue-gray Gnatcatcher","Cliff Swallow","Northern Bobwhite","Black-and-white Warbler","Blue-headed Vireo","Black-throated Green Warbler","Pectoral Sandpiper","Red-headed Woodpecker","Chimney Swift","White-eyed Vireo","Louisiana Waterthrush","Broad-winged Hawk","Caspian Tern","Eastern Kingbird","Solitary Sandpiper","Black-throated Blue Warbler","Green Heron","Northern Parula","Ruby-throated Hummingbird","Worm-eating Warbler","Yellow Warbler","Indigo Bunting","Marsh Wren","Spotted Sandpiper","Yellow-throated Vireo","Hooded Warbler","House Wren","Rose-breasted Grosbeak","Ovenbird","Prairie Warbler","American Redstart","Red-eyed Vireo","Scarlet Tanager","Prothonotary Warbler","Wood Thrush","Forster's Tern","Cerulean Warbler","Blackburnian Warbler","Blue-winged Warbler","Gray Catbird","Orchard Oriole","Semipalmated Sandpiper","Baltimore Oriole","Blackpoll Warbler","Blue Grosbeak","Cape May Warbler","Northern Waterthrush","Summer Tanager","Swainson's Warbler","Tennessee Warbler","Yellow-billed Cuckoo","Great Crested Flycatcher","Chuck-will's-widow","Acadian Flycatcher","Yellow-breasted Chat","Bobolink","Chestnut-sided Warbler","Eastern Wood-Pewee","Kentucky Warbler","Sora","Black-billed Cuckoo","American Bittern","Common Nighthawk","Grasshopper Sparrow","Magnolia Warbler","Golden-winged Warbler","Swainson's Thrush","Bay-breasted Warbler","Canada Warbler","Warbling Vireo","Willow Flycatcher","Gray-cheeked Thrush","Veery","Bank Swallow","Philadelphia Vireo","Lincoln's Sparrow","Snowy Egret","Dickcissel","Mourning Warbler","Sedge Wren","Alder Flycatcher","Cattle Egret","Little Blue Heron","Black Tern","Eurasian Collared-Dove","Least Sandpiper","Red-breasted Nuthatch","Wilson's Warbler","Surf Scoter","Bohemian Waxwing","Snow Goose","Greater White-fronted Goose","Franklin's Gull","Brewer's Blackbird","Graylag Goose","Peregrine Falcon","Sandhill Crane","Common Merganser","Long-tailed Duck","American White Pelican","Dunlin","White-winged Dove","Lark Sparrow","Swallow-tailed Kite","White-rumped Sandpiper","Western Sandpiper","Willet","Olive-sided Flycatcher","Mississippi Kite","Common Gallinule","Helmeted Guineafowl","Upland Sandpiper","Least Flycatcher","American Avocet","Brant","Golden Eagle","Cackling Goose","Harris's Sparrow","Indian Peafowl","Mute Swan","Yellow-crowned Night-Heron","White-faced Ibis","Connecticut Warbler","Mandarin Duck","Clay-colored Sparrow","Nelson's Sparrow","Whooping Crane","Red-necked Grebe","Ring-necked Pheasant","American Golden-Plover","Yellow-bellied Flycatcher","Semipalmated Plover","Black-headed Parrot","Laughing Gull","Nanday Parakeet","Long-billed Dowitcher","Red Junglefowl","Brown Pelican","Ruffed Grouse","Egyptian Goose","Evening Grosbeak","Northern Saw-whet Owl","Black Scoter","Red-throated Loon","Loggerhead Shrike","Red-necked Phalarope","Common Tern","Painted Bunting","Short-billed Dowitcher","Eared Grebe","Purple Gallinule"
"1613",2020-06-01,NA,26,17,60,NA,NA,NA,1,NA,26,NA,16,NA,NA,34,45,28,10,1,NA,17,16,7,NA,46,47,18,NA,NA,7,NA,NA,3,NA,NA,NA,60,5,6,36,41,76,3,NA,46,NA,NA,NA,2,2,NA,21,3,2,23,NA,NA,2,NA,18,NA,26,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,14,10,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,16,6,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,6,2,52,2,NA,NA,NA,NA,1,13,1,NA,NA,NA,4,NA,NA,NA,2,8,NA,NA,7,NA,NA,2,NA,4,2,2,NA,NA,3,4,NA,4,NA,NA,NA,NA,NA,6,NA,NA,NA,5,NA,NA,9,NA,NA,NA,8,3,NA,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1614",2020-06-02,NA,14,11,46,NA,1,3,6,NA,43,NA,16,NA,NA,2,19,32,NA,NA,NA,10,16,4,NA,32,23,12,NA,NA,4,NA,NA,1,NA,NA,NA,36,27,1,16,25,60,2,NA,22,NA,NA,NA,2,1,NA,8,1,1,8,NA,NA,NA,NA,19,NA,12,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,10,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,10,1,NA,6,NA,NA,NA,NA,1,2,1,NA,1,NA,7,NA,NA,NA,NA,4,NA,NA,11,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,4,NA,NA,NA,NA,9,1,NA,2,NA,1,NA,NA,2,NA,NA,1,5,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1615",2020-06-03,NA,28,12,38,NA,NA,1,14,NA,29,NA,11,3,NA,12,22,36,NA,NA,NA,12,21,8,NA,36,53,4,NA,NA,10,NA,NA,4,NA,NA,NA,28,2,NA,11,18,73,3,NA,28,NA,NA,NA,5,2,NA,17,1,1,4,NA,NA,8,NA,13,NA,32,12,11,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,14,3,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,16,1,20,NA,NA,NA,NA,NA,NA,13,1,NA,1,NA,1,NA,NA,NA,2,8,NA,NA,4,NA,NA,2,NA,4,NA,1,1,NA,9,1,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,4,NA,NA,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1616",2020-06-04,NA,19,44,43,NA,NA,1,3,NA,31,NA,11,NA,NA,59,32,36,1,NA,NA,11,17,5,NA,35,9,28,NA,NA,6,NA,NA,1,NA,NA,NA,27,3,2,21,31,62,2,NA,27,NA,NA,NA,3,2,NA,15,1,1,18,NA,NA,NA,NA,12,NA,24,11,NA,NA,NA,NA,NA,NA,1,1,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,8,18,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,16,4,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,8,NA,8,10,151,NA,NA,NA,NA,NA,2,6,6,NA,1,NA,5,NA,NA,9,4,1,NA,1,21,NA,NA,1,NA,1,NA,NA,5,NA,8,NA,1,1,NA,NA,NA,NA,1,2,NA,NA,NA,5,NA,NA,2,NA,NA,2,6,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1617",2020-06-05,NA,12,5,NA,NA,NA,1,4,NA,21,NA,7,NA,NA,NA,NA,NA,7,1,NA,9,30,NA,NA,NA,36,5,NA,NA,6,NA,NA,3,NA,NA,NA,36,NA,1,2,26,NA,1,NA,22,NA,NA,NA,3,3,NA,16,2,1,NA,NA,NA,6,NA,10,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,34,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,5,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,12,NA,NA,NA,NA,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1618",2020-06-06,NA,18,17,74,NA,NA,1,4,NA,29,NA,22,1,NA,84,34,46,10,1,NA,14,21,6,NA,38,40,10,NA,NA,9,NA,NA,2,NA,NA,NA,37,1,8,27,46,88,5,NA,30,NA,NA,NA,1,5,NA,21,1,NA,21,NA,NA,8,NA,18,NA,32,15,14,NA,NA,NA,NA,NA,1,1,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,1,NA,13,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,46,11,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,4,NA,11,7,100,1,NA,NA,1,NA,2,12,2,NA,NA,NA,2,NA,NA,2,4,12,NA,NA,9,NA,NA,2,NA,2,NA,NA,NA,NA,8,3,1,6,NA,NA,NA,NA,2,8,NA,NA,NA,NA,NA,NA,4,NA,NA,4,9,NA,8,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1619",2020-06-07,NA,29,16,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,18,28,38,1,1,NA,16,14,8,NA,32,14,22,NA,NA,6,NA,NA,5,NA,NA,NA,32,3,1,7,27,NA,3,NA,NA,NA,NA,NA,4,3,NA,NA,4,3,8,NA,NA,NA,NA,7,NA,28,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,14,2,1,NA,NA,NA,NA,NA,NA,2,6,1,NA,NA,5,NA,NA,2,1,8,NA,NA,12,NA,NA,4,NA,1,NA,NA,2,NA,6,1,NA,7,NA,NA,NA,NA,3,3,NA,NA,NA,3,NA,NA,3,NA,NA,5,3,1,NA,6,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1620",2020-06-08,NA,13,10,53,NA,NA,NA,22,NA,29,NA,16,NA,NA,2,25,27,2,1,NA,10,15,6,NA,30,113,11,NA,NA,8,NA,NA,2,NA,NA,NA,46,2,4,10,28,56,2,NA,28,NA,NA,NA,3,3,NA,16,2,1,3,NA,NA,NA,NA,9,NA,20,8,6,NA,NA,NA,NA,NA,NA,NA,NA,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,52,2,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,16,2,29,NA,NA,NA,1,NA,1,13,1,NA,NA,NA,7,NA,NA,2,5,4,NA,NA,8,NA,NA,1,NA,7,NA,NA,NA,NA,12,4,NA,5,NA,NA,NA,NA,4,5,NA,2,NA,1,NA,NA,4,NA,NA,1,8,NA,NA,1,NA,NA,2,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1621",2020-06-09,NA,13,11,41,NA,1,NA,5,NA,27,NA,20,NA,NA,14,33,28,1,1,NA,18,21,8,NA,31,25,6,NA,NA,8,NA,NA,1,NA,NA,NA,42,2,NA,18,31,71,3,NA,28,NA,NA,NA,2,2,NA,8,NA,1,21,NA,NA,3,NA,18,NA,22,3,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,1,37,1,NA,1,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,8,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,20,3,43,NA,NA,NA,1,NA,NA,3,2,NA,NA,NA,3,NA,NA,6,NA,6,NA,NA,6,NA,NA,NA,NA,2,NA,NA,NA,NA,5,2,2,3,NA,NA,NA,NA,14,4,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1622",2020-06-10,NA,15,18,58,NA,2,3,8,NA,19,NA,10,NA,NA,37,33,32,2,1,NA,8,18,5,NA,27,33,8,NA,NA,5,NA,NA,1,NA,NA,NA,28,NA,4,27,28,80,3,NA,28,NA,NA,NA,2,NA,NA,13,4,2,16,NA,NA,NA,NA,17,NA,19,7,6,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,6,16,NA,NA,NA,NA,NA,NA,49,2,NA,NA,NA,NA,7,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,9,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,12,1,NA,1,NA,7,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2,NA,NA,NA,NA,2,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1623",2020-06-11,NA,23,25,36,NA,1,NA,8,NA,16,NA,13,NA,NA,1,23,27,12,1,NA,11,22,11,NA,32,52,17,NA,NA,6,NA,NA,NA,NA,NA,NA,17,NA,9,5,15,50,2,NA,17,NA,NA,NA,NA,7,NA,13,2,NA,15,NA,NA,4,NA,9,NA,12,14,9,NA,NA,NA,NA,NA,NA,2,NA,NA,15,1,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,10,NA,13,8,83,9,NA,2,1,NA,2,13,NA,NA,NA,NA,3,NA,NA,1,5,1,NA,NA,24,NA,NA,NA,NA,3,NA,NA,1,NA,9,NA,3,4,NA,NA,NA,NA,1,2,NA,NA,NA,7,NA,NA,1,NA,NA,3,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1624",2020-06-12,NA,14,23,45,NA,1,3,13,NA,32,NA,33,NA,NA,3,24,39,5,1,NA,13,40,6,NA,36,NA,25,NA,NA,9,NA,NA,NA,NA,NA,NA,51,NA,7,37,25,68,7,NA,31,NA,NA,NA,NA,NA,NA,13,NA,3,14,NA,NA,NA,NA,26,NA,18,4,5,NA,NA,NA,NA,NA,NA,2,NA,2,22,NA,NA,NA,NA,NA,NA,NA,NA,17,26,NA,NA,NA,NA,NA,NA,82,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,10,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,13,NA,24,6,75,7,NA,NA,NA,NA,NA,7,6,NA,NA,NA,6,NA,NA,4,3,5,NA,NA,18,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,5,3,NA,NA,NA,NA,18,10,NA,1,NA,2,NA,NA,1,NA,NA,NA,5,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1625",2020-06-13,NA,20,26,75,NA,NA,1,7,NA,46,NA,24,NA,NA,47,24,45,5,1,NA,13,25,9,NA,34,150,10,NA,NA,8,1,NA,2,NA,NA,NA,38,NA,7,25,28,78,4,NA,42,NA,NA,NA,5,4,NA,21,NA,1,7,NA,NA,NA,NA,17,NA,30,6,10,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,71,7,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,7,NA,42,4,23,4,NA,NA,NA,NA,2,13,3,NA,NA,NA,7,NA,NA,3,6,3,NA,NA,17,NA,NA,NA,NA,5,NA,NA,1,NA,8,4,2,2,NA,NA,NA,NA,8,8,NA,NA,NA,1,NA,NA,2,NA,NA,3,3,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1626",2020-06-14,NA,13,NA,NA,NA,NA,2,NA,1,NA,NA,NA,2,NA,15,NA,NA,NA,NA,NA,8,22,5,NA,30,78,NA,NA,NA,15,NA,NA,3,NA,NA,NA,43,1,9,37,62,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,NA,3,NA,NA,NA,2,NA,14,NA,17,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,8,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,NA,15,NA,NA,NA,1,NA,NA,NA,NA,13,NA,NA,1,NA,5,NA,NA,7,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,11,8,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
